Date,Rain_mm,APET_mm,Tmin_C,Tmax_C,Rad_MJ,RH
1921-02-16,0,6.0918,20,37.5,22,0.4795
1921-02-17,0,5.6782,22,37,19,0.4195
1921-02-18,0,5.137,23.5,33,17,0.5386
1921-02-19,6.5,4.6076,20.5,28,17,0.6857
1921-02-20,0.7,5.5843,19,34,21,0.554
1921-02-21,0,5.4701,21.5,32.5,20,0.5759
1921-02-22,0,6.1799,20,31.5,25,0.6184
1921-02-23,0,5.0208,20,30,19,0.6503
1921-02-24,0,5.5601,19,28.5,23,0.7019
1921-02-25,0,5.3923,12.5,26,26,0.6038
1921-02-26,0,4.6434,13,31,19,0.4611
1921-02-27,0,6.641,17,34.5,28,0.5987
1921-02-28,0,5.982,18,34,25,0.4253
1921-03-01,0,6.4044,16.5,34,28,0.499
1921-03-02,0,5.1693,16.5,34.5,20,0.4613
1921-03-03,0,5.6905,16.5,33,24,0.5171
1921-03-04,0,4.9473,16,31.5,20,0.5845
1921-03-05,0,6.3133,17.5,35,28,0.3877
1921-03-06,0,6.362,17.5,34.5,28,0.451
1921-03-07,0,5.1997,15,36,21,0.3669
1921-03-08,0,5.9676,15,35,27,0.4098
1921-03-09,0,5.8364,12.5,36.5,27,0.3794
1921-03-10,0,5.2206,13.5,30,24,0.5819
1921-03-11,0,4.4608,12.5,28,20,0.6414
1921-03-12,0,4.9661,15,27,23,0.6247
1921-03-13,0,5.0142,12,28.5,24,0.6372
1921-03-14,0,4.8032,12.5,27,23,0.6653
1921-03-15,0,4.2141,13.5,23.5,20,0.6435
1921-03-16,0,4.7522,11,26,25,0.4925
1921-03-17,0,4.2199,13.5,32,17,0.4055
1921-03-18,0,5.1422,18.5,33,21,0.5223
1921-03-19,0,5.1911,15.5,33,23,0.4981
1921-03-20,0,5.3463,17,38,21,0.503
1921-03-21,0.2,3.5024,20.5,30,11,0.6419
1921-03-22,30.9,4.0248,17,23.5,18,0.8348
1921-03-23,6,3.648,16,23,16,0.7859
1921-03-24,0,3.8347,11,23.5,19,0.7366
1921-03-25,0,4.0759,11.5,26,20,0.6191
1921-03-26,0.9,4.8015,12.5,32,23,0.5184
1921-03-27,0,4.5281,16,30,20,0.6164
1921-03-28,0,4.8438,17.5,32,21,0.554
1921-03-29,0,3.7818,15,25.5,17,0.782
1921-03-30,0,3.5992,7.5,22,20,0.6821
1921-03-31,0,3.5682,7.5,23.5,20,0.4829
1921-04-01,0,3.8945,9.5,26,21,0.5109
1921-04-02,0,3.8774,9.5,28.5,20,0.4644
1921-04-03,0,3.3771,11.5,22,17,0.7165
1921-04-04,0,3.3193,8.5,21.5,18,0.7339
1921-04-05,0,3.5601,10.5,23,19,0.6588
1921-04-06,0,3.7317,12,25.5,19,0.6227
1921-04-07,0,3.7568,11,25.5,20,0.593
1921-04-08,0,3.8006,11.5,26.5,20,0.5644
1921-04-09,0,3.6759,12,26.5,19,0.5146
1921-04-10,0,3.6271,10,27.5,19,0.5636
1921-04-11,0,3.7958,11,28.5,20,0.5301
1921-04-12,0,3.5542,10.5,29,18,0.4858
1921-04-13,0,3.0677,9,24,16,0.8623
1921-04-14,2.7,2.5529,12.5,21.5,11,0.7605
1921-04-15,0,3.0529,9,22,17,0.711
1921-04-16,0,2.9468,13,23,14,0.6639
1921-04-17,0,3.2712,14,25,16,0.8172
1921-04-18,0,2.9346,11,23.5,15,0.8348
1921-04-19,9.3,2.7668,12.5,18,15,0.8024
1921-04-20,1.2,2.2843,6,18.5,12,0.6761
1921-04-21,0,2.7963,5.5,23,17,0.5745
1921-04-22,0,2.4973,7,23,13,0.7754
1921-04-23,0,2.6945,10.5,22.5,14,0.7742
1921-04-24,0,2.7784,15.5,22,13,0.6872
1921-04-25,5.5,2.5278,8.5,21,14,0.8054
1921-04-26,0,2.5303,8.5,21.5,14,0.7904
1921-04-27,0,2.5827,7,22.5,15,0.847
1921-04-28,0,2.4401,10,23,12,0.7187
1921-04-29,0.2,2.1064,13.5,20,8,0.7273
1921-04-30,2.6,2.3589,15,23,10,0.8081
1921-05-01,5.6,2.6002,14.5,22,13,0.8011
1921-05-02,2,2.7017,12.5,24.5,14,0.7742
1921-05-03,1.5,1.9953,14,19,9,0.9536
1921-05-04,0.1,2.445,12,22,13,0.8584
1921-05-05,0.1,2.0469,11.5,19.5,10,0.8956
1921-05-06,0.5,2.2285,13,22,10,0.7369
1921-05-07,0,1.9982,14.5,20,8,0.8074
1921-05-08,18,2.0527,12.5,19.5,10,0.8704
1921-05-09,15.9,2.2072,11.5,17.5,13,0.7808
1921-05-10,21.1,2.2822,13.5,20,12,0.7273
1921-05-11,1.4,2.0415,11.5,20.5,10,0.8102
1921-05-12,12.5,1.9467,15.5,18.5,9,0.9271
1921-05-13,42.9,1.813,13,18.5,8,0.8881
1921-05-14,18.2,2.1268,12.5,18.5,12,0.7886
1921-05-15,10.7,1.9155,11,17.5,11,0.9753
1921-05-16,8.2,1.8688,9,17,11,0.8551
1921-05-17,0,1.6126,6,16.5,9,0.9486
1921-05-18,0,1.8057,6.5,15.5,12,0.747
1921-05-19,0.1,1.5618,4.5,13.5,9,0.7683
1921-05-20,14.2,1.5914,9.5,14.5,7,0.7796
1921-05-21,17,1.7503,9,17,10,0.8551
1921-05-22,16,1.7818,10.5,19,9,0.8207
1921-05-23,8.7,1.7187,10.5,20,8,0.8482
1921-05-24,35.3,1.4187,12.5,17,4,0.8898
1921-05-25,1.7,1.7266,10.5,19,9,0.8793
1921-05-26,1.8,1.5948,11,18.5,7,0.8825
1921-05-27,0,1.3264,11,16.5,4,0.947
1921-05-28,1.5,1.6229,12,17,8,0.9032
1921-05-29,0,1.7875,11.5,16.5,11,0.8085
1921-05-30,0,1.5805,8.5,16.5,9,0.8835
1921-05-31,0.1,1.7094,8.5,17,11,0.734
1921-06-01,2.8,1.6603,9.5,17,9,0.7131
1921-06-02,8.4,1.7194,9.5,19.5,10,0.8288
1921-06-03,16.5,1.5598,10.5,15.5,9,0.9293
1921-06-04,29.4,1.5686,10.5,16.5,8,0.8331
1921-06-05,9.9,1.6278,7,18,11,0.8718
1921-06-06,0,1.525,6.5,17.5,9,0.8314
1921-06-07,3,1.677,9,18,11,0.8245
1921-06-08,0.1,1.6342,7.5,18,11,0.7937
1921-06-09,0.7,1.6073,8.5,18,10,0.8362
1921-06-10,9.3,1.5618,12,16.5,8,0.8577
1921-06-11,8.4,1.6449,10.5,18.5,10,0.8953
1921-06-12,9.4,1.5942,12,18.5,9,0.9717
1921-06-13,50.9,1.5183,12,15,9,0.9673
1921-06-14,15.1,1.416,6.5,15,9,0.9133
1921-06-15,7.1,1.5175,6.5,17,11,0.9885
1921-06-16,1.3,1.4764,6.5,18,9,0.8838
1921-06-17,0,1.4901,6.5,18.5,9,0.8671
1921-06-18,0.4,1.5276,6.5,18.5,10,0.8671
1921-06-19,0,1.5639,5.5,19.5,11,0.8568
1921-06-20,13,1.5161,10,17,8,0.8306
1921-06-21,1.9,1.5107,8,17,9,0.8123
1921-06-22,2.5,1.5169,7.5,17,9,0.7552
1921-06-23,0,1.5417,6,17.5,11,0.7727
1921-06-24,0,1.5204,5,17.5,11,0.7218
1921-06-25,8.1,1.6265,8.5,18,11,0.7075
1921-06-26,0.2,1.5636,8.5,16.5,10,0.7475
1921-06-27,1,1.6284,9,17.5,11,0.7751
1921-06-28,5.8,1.3913,7,15,8,0.9001
1921-06-29,0.9,1.301,3,13.5,7,0.8022
1921-06-30,0,1.3662,3.5,14.5,8,0.7607
1921-07-01,0,1.4881,7,17.5,9,0.8883
1921-07-02,28.6,1.5322,12.5,17.5,7,0.8746
1921-07-03,17.5,1.6815,12.5,17,9,0.7118
1921-07-04,6,1.6052,9.5,17.5,10,0.8914
1921-07-05,2.4,1.5462,9,17.5,9,0.9043
1921-07-06,18.7,1.7145,11.5,17,11,0.8557
1921-07-07,6.3,1.6417,10,16.5,11,0.9756
1921-07-08,0,1.5055,6.5,17.5,9,0.9007
1921-07-09,18.7,1.506,7,16,9,0.8673
1921-07-10,1.9,1.5814,8,16.5,10,0.8963
1921-07-11,14.5,1.6152,11,17,8,0.8065
1921-07-12,6.5,1.6122,8,17,10,0.8799
1921-07-13,2.8,1.5552,7.5,17,9,0.8925
1921-07-14,3.1,1.6801,9,17,10,0.7893
1921-07-15,1.7,1.4264,12.5,17.5,5,0.9329
1921-07-16,14.2,1.5823,12.5,14.5,8,0.9039
1921-07-17,0,1.5721,7,14,10,0.856
1921-07-18,0,1.6094,5.5,16.5,10,0.8139
1921-07-19,0,1.7264,7.5,17,11,0.8239
1921-07-20,0,1.7698,5.5,18.5,12,0.8222
1921-07-21,0,2.036,8.5,21,14,0.6328
1921-07-22,21.6,1.7705,11.5,17,9,0.7946
1921-07-23,2.7,1.663,9,17,9,0.9209
1921-07-24,51.6,1.715,12,16,8,0.8102
1921-07-25,21.7,1.6407,8,13.5,9,0.7689
1921-07-26,2.9,1.6317,5.5,14.5,10,0.8782
1921-07-27,29.8,1.7197,9,13.5,10,0.8201
1921-07-28,14.1,1.6132,4.5,11,11,0.8442
1921-07-29,1.1,1.6814,0.5,13.5,13,0.7647
1921-07-30,0.2,1.7349,2,15.5,12,0.762
1921-07-31,0,1.8708,3.5,17,13,0.613
1921-08-01,0,1.7951,6.5,16,10,0.7332
1921-08-02,0,1.8557,9,14.5,10,0.5757
1921-08-03,1,1.7672,9,12.5,10,0.8495
1921-08-04,1.4,2.0787,10,17.5,12,0.8159
1921-08-05,12.7,2.0573,11,18.5,11,0.8825
1921-08-06,2.4,1.9973,8,18.5,11,0.8323
1921-08-07,0,2.0274,9,18.5,11,0.8718
1921-08-08,29.1,1.7585,10,13.5,8,0.795
1921-08-09,13.4,1.8808,5.5,13,12,0.929
1921-08-10,2.5,1.8997,2.5,13.5,13,0.9041
1921-08-11,0,2.0041,2,15,14,0.691
1921-08-12,20.8,2.0627,6.5,14.5,13,0.9305
1921-08-13,0.1,1.977,6,13.5,12,0.8167
1921-08-14,0,2.0981,2,16.5,14,0.8133
1921-08-15,0,2.3635,3.5,19,16,0.637
1921-08-16,0,2.4898,4,21.5,16,0.6325
1921-08-17,0,2.4006,5,21.5,14,0.7406
1921-08-18,0,2.1728,9,17.5,11,0.7751
1921-08-19,1.4,2.3892,9.5,15.5,14,0.7525
1921-08-20,0.2,2.0717,5,15,12,0.8741
1921-08-21,15.1,2.0535,3.5,12.5,13,0.9132
1921-08-22,0,2.2023,2.5,15.5,14,0.9189
1921-08-23,0,2.3837,5,18,14,0.7079
1921-08-24,0,2.2062,4.5,18,12,0.7891
1921-08-25,3.8,2.3826,6.5,15.5,14,0.747
1921-08-26,0,2.4759,4.5,17.5,15,0.6584
1921-08-27,0,2.7143,4,19.5,17,0.685
1921-08-28,0,2.8422,5,20.5,18,0.5136
1921-08-29,0.9,2.662,6.5,22,14,0.4664
1921-08-30,4,2.8793,10.5,20.5,15,0.7219
1921-08-31,0,2.5912,7.5,18,14,0.7276
1921-09-01,0,3.0019,6,20,18,0.7019
1921-09-02,0,3.0506,5.5,23.5,17,0.7323
1921-09-03,0,3.2809,6.5,24,19,0.5392
1921-09-04,0.1,3.1039,9,20.5,17,0.6941
1921-09-05,25.7,2.52,10,14,13,0.7103
1921-09-06,6.4,2.6758,9,17,14,0.8551
1921-09-07,1,2.9115,9.5,16.5,16,0.8581
1921-09-08,29.7,2.1842,10.5,12,10,0.8237
1921-09-09,5.5,2.6276,3,14.5,16,0.7714
1921-09-10,0.1,2.4912,6,16,13,0.818
1921-09-11,0,2.8328,8,17.5,15,0.8638
1921-09-12,0,3.1029,7,16.5,18,0.7804
1921-09-13,0,3.1092,7,19,17,0.7748
1921-09-14,0,3.1789,6,18.5,18,0.8113
1921-09-15,16,3.0023,9,16.5,16,0.8707
1921-09-16,2.5,2.382,7.5,14,12,1
1921-09-17,27.2,2.5735,9,16,12,0.7502
1921-09-18,0,2.8238,8.5,17,14,0.734
1921-09-19,0,3.0353,6.5,18.5,16,0.8004
1921-09-20,0,3.3453,7,19.5,18,0.7603
1921-09-21,0,3.6235,7.5,22.5,19,0.6692
1921-09-22,1.4,3.133,7,16.5,17,0.8513
1921-09-23,11.8,2.8725,6,16.5,15,0.8027
1921-09-24,0.8,2.8592,10.5,15,14,0.8781
1921-09-25,9.6,3.3537,3.5,16,20,0.7971
1921-09-26,0,3.4787,7.5,17.5,19,0.7413
1921-09-27,0.9,3.482,8,16.5,19,0.8274
1921-09-28,9.3,3.2983,4,14,20,0.6797
1921-09-29,0,3.3871,4.5,16.5,19,0.6845
1921-09-30,0,3.4377,6,17,19,0.716
1921-10-01,0,4.1054,5.5,20.5,23,0.7606
1921-10-02,0,3.8934,7.5,25,19,0.6583
1921-10-03,0,4.1508,8.5,26,20,0.7136
1921-10-04,0,3.8586,11,23,18,0.6502
1921-10-05,0,3.4284,9.5,21.5,16,0.8799
1921-10-06,0,3.647,10,19,18,0.8918
1921-10-07,3.6,3.7801,11,17.5,19,0.9143
1921-10-08,0.6,3.5803,9,18,18,0.6976
1921-10-09,0.4,4.0138,8.5,19,21,0.7438
1921-10-10,1.1,4.1857,8.5,17,23,0.734
1921-10-11,6.5,3.8158,9,16.5,20,0.8037
1921-10-12,8,3.9355,10.5,17.5,20,0.7422
1921-10-13,41.4,3.2879,6,13,18,0.7488
1921-10-14,4.1,3.5689,8,17.5,18,0.9303
1921-10-15,10.9,4.356,10,17,23,0.8306
1921-10-16,0,3.8062,6.5,17.5,20,0.9007
1921-10-17,0,4.6325,6,21,25,0.7365
1921-10-18,0,4.757,7.5,22,25,0.6821
1921-10-19,6.9,3.9608,9.5,15.5,21,0.6157
1921-10-20,0.1,4.2209,4.5,17.5,24,0.6584
1921-10-21,0,4.3173,6,21,23,0.5524
1921-10-22,0,4.7892,5.5,24.5,25,0.5955
1921-10-23,0.4,4.1777,7,20.5,21,0.9147
1921-10-24,6.8,4.1744,10.5,17,21,0.8185
1921-10-25,1,3.6352,7,18,18,0.8047
1921-10-26,0,4.13,10.5,22,19,0.6309
1921-10-27,0.1,4.5724,13,22,21,0.7369
1921-10-28,7,3.7025,14,20,16,0.9216
1921-10-29,2.4,5.0392,15.5,21.5,23,0.8387
1921-10-30,0.3,4.932,12,23,23,0.8281
1921-10-31,15.1,4.7312,13,18.5,23,0.7771
1921-11-01,4.5,4.8442,10.5,20,24,0.7916
1921-11-02,4.6,4.5517,12.5,18,22,0.8597
1921-11-03,3,4.8409,11.5,19,24,0.7407
1921-11-04,13.2,4.6647,12.5,17,23,0.8304
1921-11-05,0.2,4.1575,7,18.5,21,0.7897
1921-11-06,0.2,5.3747,8,23,27,0.7563
1921-11-07,0,5.6761,10,27.5,27,0.5636
1921-11-08,0,4.2329,12.5,24,18,0.7882
1921-11-09,0,5.4439,11.5,21,27,0.6897
1921-11-10,0,5.527,8.5,25,27,0.692
1921-11-11,0,5.117,12,22,24,0.8079
1921-11-12,5.9,5.3408,12,23,25,0.7793
1921-11-13,4.4,4.6547,14,20.5,21,0.755
1921-11-14,4,4.9783,10.5,21,24,0.7634
1921-11-15,0.9,5.6651,16,22,26,0.6774
1921-11-16,2.1,4.3327,15.5,22,18,0.733
1921-11-17,5.5,4.5935,11.5,19,22,0.6267
1921-11-18,0.2,4.9392,8,18,26,0.6523
1921-11-19,0,5.0898,5.5,21.5,27,0.5486
1921-11-20,0,5.8418,9,27.5,29,0.3994
1921-11-21,0,5.6112,10,26.5,26,0.6754
1921-11-22,0,5.132,10,22,25,0.586
1921-11-23,0,5.2105,9.5,24,25,0.551
1921-11-24,0,4.4301,12,23.5,19,0.6697
1921-11-25,0,5.0962,10,21,25,0.608
1921-11-26,0,5.389,8,21.5,28,0.5148
1921-11-27,0,5.103,9,22,25,0.6016
1921-11-28,0,5.7196,9.5,27,27,0.5365
1921-11-29,0,5.1657,13.5,24,23,0.5419
1921-11-30,0,5.0669,11,19,25,0.6358
1921-12-01,0,5.1939,6.5,19.5,28,0.5136
1921-12-02,0,6.1252,8.5,25.5,31,0.4849
1921-12-03,0,5.7926,11,28,26,0.6233
1921-12-04,0,5.9088,13,28,26,0.594
1921-12-05,0,5.8623,13.5,23.5,27,0.6895
1921-12-06,0,5.6757,12.5,25,26,0.5814
1921-12-07,0,4.9703,12,24,22,0.6577
1921-12-08,4.3,4.221,14.5,23,17,0.7283
1921-12-09,0,5.4873,15.5,26.5,23,0.6276
1921-12-10,1.1,5.6213,14.5,23.5,25,0.7605
1921-12-11,1.2,5.4109,13.5,24.5,24,0.6211
1921-12-12,0.1,4.7407,14,26.5,19,0.5708
1921-12-13,0,5.7493,14,26.5,25,0.6524
1921-12-14,7.4,6.2021,14,30.5,26,0.6706
1921-12-15,0,7.0335,16,33.5,29,0.5441
1921-12-16,0,6.7144,18,35.5,26,0.4304
1921-12-17,0,6.7911,20,34,26,0.4869
1921-12-18,0.8,5.4494,18,34.5,19,0.5015
1921-12-19,0,4.7165,18,28.5,17,0.6175
1921-12-20,0,5.5681,16,30,22,0.6164
1921-12-21,0,5.9846,15.5,28.5,25,0.6581
1921-12-22,0,6.3033,15,26.5,28,0.5961
1921-12-23,0,6.6765,15,29.5,29,0.5716
1921-12-24,0,6.6724,15,31.5,28,0.5984
1921-12-25,0,6.8856,16.5,30.5,29,0.5983
1921-12-26,0,6.8232,15.5,31.5,29,0.5257
1921-12-27,0,5.1752,16.5,29,20,0.6657
1921-12-28,0,5.801,17.5,29.5,23,0.5708
1921-12-29,0,5.748,16,25,25,0.5709
1921-12-30,0,6.2061,16.5,32,25,0.4728
1921-12-31,0,7.7446,16,35,32,0.5728
1922-01-01,0,6.63,17.5,31,27,0.6056
1922-01-02,0,5.5206,15.5,24,24,0.6845
1922-01-03,0,6.1253,9.5,25,30,0.5788
1922-01-04,0,5.1187,13.5,25.5,22,0.5137
1922-01-05,0,5.271,12,25,24,0.453
1922-01-06,0,6.533,10.5,28,31,0.5466
1922-01-07,0,6.5572,13.5,34,28,0.408
1922-01-08,0,5.6823,15,30.5,23,0.5514
1922-01-09,0,5.3348,14,25.5,23,0.6761
1922-01-10,0,5.6011,13,25.5,25,0.6504
1922-01-11,0,6.1811,12,28,28,0.6086
1922-01-12,0,6.7481,13,30.5,30,0.578
1922-01-13,0,6.7168,13.5,32.5,29,0.5308
1922-01-14,0,7.6594,15,36,32,0.5362
1922-01-15,0,6.9967,16.5,36,28,0.4918
1922-01-16,0,7.494,16,36,31,0.4972
1922-01-17,0,6.5182,16.5,27.5,28,0.7383
1922-01-18,0,6.1235,13.5,26.5,28,0.5781
1922-01-19,0,6.6203,12.5,30,30,0.5585
1922-01-20,0,5.7182,14,23.5,26,0.7709
1922-01-21,2,6.0008,13.5,24.5,28,0.6211
1922-01-22,0,5.4831,9.5,25.5,26,0.6153
1922-01-23,0.1,6.6508,12,31.5,30,0.5342
1922-01-24,0,5.5607,14,27.5,24,0.6294
1922-01-25,2.7,5.603,12.5,22,27,0.6475
1922-01-26,0.1,5.0999,10.5,23.5,24,0.6467
1922-01-27,0.4,6.1026,12.5,27.5,28,0.6124
1922-01-28,0,6.6834,14,33.5,29,0.4743
1922-01-29,0,5.5049,15.5,31,22,0.6356
1922-01-30,0,4.7877,15,28,19,0.603
1922-01-31,0,5.7443,14.5,28,25,0.6106
1922-02-01,0,6.3803,14,30,28,0.6469
1922-02-02,0,6.8432,13.5,32,30,0.6421
1922-02-03,0,6.4263,15.5,32.5,27,0.5705
1922-02-04,0,5.8091,15,29.5,25,0.5358
1922-02-05,0,6.122,14.5,35.5,25,0.4358
1922-02-06,0,5.0837,16,30,20,0.6164
1922-02-07,0,5.7681,14.5,29,25,0.6259
1922-02-08,0,6.5341,14.5,36.5,27,0.4761
1922-02-09,0,6.1606,17.5,32,25,0.6155
1922-02-10,0,4.8948,15.5,30.5,19,0.5789
1922-02-11,0,5.7562,13,27.5,26,0.7259
1922-02-12,0,5.1072,13,25.5,23,0.6938
1922-02-13,0,5.5524,12,27.5,26,0.5373
1922-02-14,0,5.3395,12.5,28,24,0.6013
1922-02-15,3.2,4.9038,12.5,20,24,0.7484
1922-02-16,0,4.8303,8,22.5,25,0.5506
1922-02-17,0,5.8752,9.5,27.5,31,0.3948
1922-02-18,0,5.9694,12.5,29.5,29,0.4172
1922-02-19,0,5.2267,13.5,29,23,0.5281
1922-02-20,0,5.2728,13.5,25.5,25,0.5137
1922-02-21,0.1,5.6684,12,29.5,27,0.4605
1922-02-22,0,5.5253,16.5,36.5,21,0.4025
1922-02-23,3.1,4.4672,19.5,24,18,0.7649
1922-02-24,0.2,6.1204,16.5,34.5,25,0.6055
1922-02-25,0,4.9791,17,32.5,19,0.5815
1922-02-26,1.6,5.389,16,27,24,0.6469
1922-02-27,0.2,4.4493,16,21.5,20,0.8267
1922-02-28,0.2,5.2127,14.5,26.5,24,0.6038
1922-03-01,0.7,3.9082,16,20.5,17,0.8073
1922-03-02,3.9,4.1128,15,26,17,0.7684
1922-03-03,0,5.6951,16,30,25,0.6507
1922-03-04,0,5.582,16,31.5,24,0.5845
1922-03-05,0,5.0644,16,28,22,0.6981
1922-03-06,0,4.7973,13.5,29,21,0.679
1922-03-07,0,5.0705,16.5,28.5,22,0.6061
1922-03-08,0,5.2993,14,29.5,24,0.6588
1922-03-09,0,4.6915,13.5,25.5,22,0.6421
1922-03-10,0,5.2237,10.5,28,26,0.6307
1922-03-11,0,5.3355,13,33,25,0.3952
1922-03-12,0,5.7179,16,37.5,24,0.3923
1922-03-13,0,5.4886,17,37.5,22,0.3841
1922-03-14,0,5.4618,18,39,21,0.3326
1922-03-15,0,5.8301,18,37.5,25,0.3258
1922-03-16,0,4.4941,18,27,19,0.5776
1922-03-17,0,3.4498,12,26.5,14,0.6432
1922-03-18,0,4.4372,12,27.5,21,0.6199
1922-03-19,0,4.962,13,33,23,0.4281
1922-03-20,0,4.1995,14.5,26,19,0.6966
1922-03-21,0,3.8402,10,21.5,20,0.6512
1922-03-22,0,3.0662,4.5,23,15,0.5296
1922-03-23,0,4.5242,9.5,27.5,24,0.5264
1922-03-24,0,4.1498,14,27,19,0.6008
1922-03-25,0.4,3.2715,12.5,24.5,14,0.7286
1922-03-26,1.7,3.7166,10,23,19,0.6674
1922-03-27,0.7,3.9589,8.5,24.5,21,0.7054
1922-03-28,0,3.6507,10.5,27,17,0.5676
1922-03-29,0,3.9634,12,23.5,20,0.8611
1922-03-30,2.3,3.2917,11.5,21.5,16,0.7817
1922-03-31,0.2,3.3895,10.5,22.5,17,0.5678
1922-04-01,0,3.2745,8,22.5,17,0.7158
1922-04-02,0,3.3836,10,23.5,17,0.6047
1922-04-03,0,3.1913,7,25,16,0.6149
1922-04-04,0,3.2573,10,24,16,0.7914
1922-04-05,0,3.9289,10,27,21,0.5744
1922-04-06,0,3.751,11,30,18,0.4625
1922-04-07,0,3.7074,11,31,17,0.5937
1922-04-08,0,2.8976,10.5,27,12,0.6549
1922-04-09,0,3.1477,12.5,25.5,14,0.6149
1922-04-10,0,3.2531,9.5,26.5,16,0.638
1922-04-11,0,3.317,13,29.5,14,0.5997
1922-04-12,0,4.1004,14.5,33,19,0.4777
1922-04-13,0,3.6823,12.5,31,17,0.6457
1922-04-14,0,2.7273,14,21,12,0.6926
1922-04-15,0.1,2.6915,11.5,21,13,0.7959
1922-04-16,0.2,2.2803,11,16.5,11,0.8839
1922-04-17,0,2.2833,8.5,20.5,10,0.7034
1922-04-18,0,2.5114,8,20.5,13,0.7722
1922-04-19,0,2.6343,8.5,21.5,14,0.8469
1922-04-20,0,2.8054,8.5,23.5,15,0.7328
1922-04-21,0,2.5432,6.5,24,13,0.701
1922-04-22,0,2.6006,8.5,25,13,0.8403
1922-04-23,0,2.7753,11,24.5,14,0.852
1922-04-24,0,2.6951,9,22,15,0.8203
1922-04-25,0,2.8298,6.5,24,17,0.701
1922-04-26,0,2.0997,10,23,9,0.8727
1922-04-27,22.3,2.4071,13,20.5,12,0.9322
1922-04-28,0,2.2322,11.5,18.5,11,0.8119
1922-04-29,24.5,1.9715,7.5,14,11,0.8433
1922-04-30,0,1.8518,6,14.5,10,0.8655
1922-05-01,0,1.9406,7,16.5,10,0.7804
1922-05-02,0,2.2172,7.5,18.5,13,0.779
1922-05-03,0,2.2194,4.5,20,14,0.862
1922-05-04,3.2,1.9557,8.5,18.5,10,0.884
1922-05-05,1.4,2.0763,7.5,17.5,12,0.7413
1922-05-06,0,2.1687,4,18.5,15,0.7127
1922-05-07,0,2.0615,3.5,20,13,0.68
1922-05-08,0,2.1434,6,20.5,13,0.6258
1922-05-09,0,2.1562,5,22.5,13,0.6525
1922-05-10,0,2.3553,6,24,15,0.7094
1922-05-11,0,2.2231,5.5,24,14,0.5522
1922-05-12,0,2.0574,5.5,23,12,0.8044
1922-05-13,0,1.7963,7,20.5,9,0.8538
1922-05-14,44.4,1.7651,7.5,14,11,0.92
1922-05-15,3.2,1.7061,4.5,15.5,11,0.9488
1922-05-16,2,1.7744,4.5,17,11,0.5968
1922-05-17,0,1.8625,4,18,13,0.6542
1922-05-18,3.1,1.8595,7.5,19,11,0.8282
1922-05-19,4.4,1.7193,9.5,17.5,9,0.8914
1922-05-20,2.9,1.8548,9.5,18,11,0.8754
1922-05-21,14.8,1.8033,8.5,16.5,11,0.7475
1922-05-22,0.8,1.6954,4.5,17,11,0.746
1922-05-23,5.1,1.6805,5,16,11,0.6883
1922-05-24,2.6,1.5703,6,15.5,9,0.8336
1922-05-25,0,1.6994,3.5,16.5,13,0.8597
1922-05-26,0,1.7146,2.5,19,13,0.6533
1922-05-27,0,1.9536,7.5,23.5,12,0.6976
1922-05-28,26.2,1.3627,12,16.5,4,0.919
1922-05-29,41.7,1.6739,11.5,16,9,0.8227
1922-05-30,0.4,1.6427,9.5,16.5,10,0.9241
1922-05-31,2.5,1.6885,7,17,12,0.9052
1922-06-01,5.9,1.5805,10,17,9,0.9584
1922-06-02,5.2,1.4984,10,16.5,8,0.9756
1922-06-03,0.4,1.5119,9.5,17,7,0.8428
1922-06-04,4,1.6786,7,20,10,0.6838
1922-06-05,8.7,1.6955,9.5,20,10,0.8719
1922-06-06,20.5,1.6002,11,16,9,0.8352
1922-06-07,14.6,1.3345,8.5,12,6,0.8783
1922-06-08,0.1,1.4235,3.5,13,11,0.8062
1922-06-09,0.4,1.4195,5.5,15.5,9,0.9224
1922-06-10,0,1.5288,8.5,15.5,9,0.7752
1922-06-11,0,1.318,4.5,16,7,0.9306
1922-06-12,1.3,1.4099,5,14,10,0.908
1922-06-13,1,1.3824,2,15.5,10,0.8467
1922-06-14,7.6,1.3335,4,15,7,0.8992
1922-06-15,11.6,1.576,8.5,16.5,11,0.8835
1922-06-16,7.5,1.5423,9.5,17,9,0.8428
1922-06-17,6.5,1.5563,9,18,9,0.8245
1922-06-18,13.8,1.531,9.5,17.5,9,0.8914
1922-06-19,1.3,1.521,9,17,9,0.8551
1922-06-20,0.1,1.5117,9,16,9,0.8184
1922-06-21,1.1,1.4693,6.5,16,10,0.8798
1922-06-22,0.1,1.4974,6,17.5,10,0.8429
1922-06-23,0,1.4267,5,16,10,0.9178
1922-06-24,0.1,1.2717,4.5,13,8,1
1922-06-25,0,1.2859,1,11.5,10,0.817
1922-06-26,0.8,1.295,2.5,13,9,0.922
1922-06-27,2.2,1.3689,5,12.5,9,0.7861
1922-06-28,0,1.3351,1,13,11,0.8658
1922-06-29,0,1.3446,0,14,11,0.7595
1922-06-30,0,1.3745,1.5,13.5,12,0.6509
1922-07-01,0,1.3788,2,16,8,0.6639
1922-07-02,4.2,1.5253,7.5,15,10,0.7392
1922-07-03,10.6,1.4377,9,14,8,0.879
1922-07-04,37.3,1.3388,7.5,11,8,0.9392
1922-07-05,7.6,1.2874,2,12.5,9,1
1922-07-06,0,1.424,4,14,10,0.8496
