date,mean,sd,bcparam1,bcparam2
1996-08-26,1.70650544778323,0.102027530335837,0.137090735080416,0
1996-08-27,0.869295901090255,0.0174995070170363,-0.959427688836794,0
1996-08-28,0.503499234973006,0.0868051861501536,-0.237386067923362,0
1996-08-29,-1.57172552615806,0.399446970347088,0.186626690284794,0
1996-08-30,0,0,1,1
1996-08-31,12.4893294831198,1.20226112527277,1.63419812446611,0
1996-09-01,-2.8765354142074,0.527301099469974,-0.0964869864935448,0
1996-09-02,-3.23397625928545,0.354754912021803,0.0284187557290067,0
1996-09-03,112.747979701374,19.5991824543981,2.48106554746707,0
1996-09-04,0,0,1,1
1996-09-05,1.27153570813857,0.0982596416257147,-0.239712550375665,0
1996-09-06,0.865580120947388,0.0295169954337647,-0.737739131321629,0
1996-09-07,0.513704691659597,0.0131509647155571,-1.58418253998559,0
1996-09-08,1.875253015293,0.166833987276194,0.358171113099494,0
1996-09-09,-1.48906193077455,0.386587156127048,0.050376575076694,0
1996-09-10,16255.5190512304,2705.42382059136,3.19258402976984,0
1996-09-11,1.27855991953965,0.114860373375347,0.0147817508822886,0
1996-09-12,-0.994716576463831,0.0759452425686861,-2.44183754047031,0
1996-09-13,-1.55049718408104,0.333073509487816,0.327407482452398,0
1996-09-14,5.83530320115218,0.362731454023212,0.782109439502828,0
1996-09-15,3.67136138096816,0.0688872654593217,0.0734581745803271,0
1996-09-16,1.07196110988881,0.231501996210174,0.45096814651093,0
1996-09-17,20.4580852095206,1.49966731387379,1.16225295827633,0
1996-09-18,1.23107942048925,0.138387820022359,0.405645450875593,0
1996-09-19,1.37354510805425,0.240329731381224,0.644427675182952,0
1996-09-20,-2.00173123136072,0.20859452009474,0.38180514838509,0
1996-09-21,3241893.25022967,432787.045451776,4.99994431585175,0
1996-09-22,2.05022271807039,0.0582920202651005,0.0323518513030122,0
1996-09-23,0.0697402101758769,0.292267046608871,0.309196042997464,0
1996-09-24,-3.26273842823905,0.733011200822925,0.0910230425888076,0
1996-09-25,-5.66025195479785,0.654613898498653,0.115505496755025,5.51021870876104e-08
1996-09-26,28389.8428584619,2345.60441351219,3.87046495756278,0
1996-09-27,1.11340259023875,0.0111215450137702,-0.687552620267315,0
1996-09-28,-3.17259064339891,0.679379767583926,0.125324908672844,0
1996-09-29,-1.2290659570315,0.203399069230697,-0.609559482653185,0
1996-09-30,-1.71716937873695,0.477426861368904,-0.0977058815190765,0
1996-10-01,-4.32894616674842,0.751410047245841,0.133314202341369,0
1996-10-02,0,0,1,1
1996-10-03,0,0,1,1
1996-10-04,-6.14720927969923,3.21078160230277,0.0401464429734318,2.92953575685458e-06
1996-10-05,0,0,1,1
1996-10-06,0,0,1,1
1996-10-07,0,0,1,1
1996-10-08,-0.158223092404149,0.323687167966606,0.360958597415201,0
1996-10-09,-0.780640308391599,0.149631640819054,0.102609207676236,0
1996-10-10,0.433440726021107,0.000312505244120666,-2.29051874458934,0
1996-10-11,-2.9495887999335,0.544297014612407,-0.608039969865874,0
1996-10-12,0,0,1,1
1996-10-13,0,0,1,1
1996-10-14,0,0,1,1
1996-10-15,0,0,1,1
1996-10-16,0,0,1,1
1996-10-17,0,0,1,1
1996-10-18,-13.6134588843675,7.75353960424895,-0.0606085366505013,1.18058021199226e-06
1996-10-19,0,0,1,1
1996-10-20,-2.97940676856962,0.10411276793408,0.214270906983494,0
1996-10-21,0.535932319534495,8.52277443164126e-05,-1.86117536181207,0
1996-10-22,1.13032413416504,0.0113605532675205,-0.788692016683892,0
1996-10-23,0.619025455085338,0.00172201549386095,-1.56033699788873,0
1996-10-24,-1.91386366884687,0.12405521479275,-0.25144802443829,0
1996-10-25,0,0,1,1
1996-10-26,0,0,1,1
1996-10-27,0,0,1,1
1996-10-28,0,0,1,1
1996-10-29,0,0,1,1
1996-10-30,-21.7422196494289,13.1178116149329,-0.114561582315675,1.10368024720785e-06
1996-10-31,0,0,1,1
1996-11-01,0,0,1,1
1996-11-02,0,0,1,1
1996-11-03,0,0,1,1
1996-11-04,0,0,1,1
1996-11-05,-5.51142339051964,0.616244642885873,0.112285880764373,0
